1,DevonCornwall,morning,Sunday,January,Male,48
1,DevonCornwall,afternoon,Sunday,January,Male,21
1,DevonCornwall,morning,Thursday,January,Male,30
1,DevonCornwall,morning,Thursday,January,Female,48
1,DevonCornwall,afternoon,Friday,January,Female,30
1,DevonCornwall,afternoon,Saturday,January,Male,48
1,DevonCornwall,evening,Saturday,January,Male,21
1,DevonCornwall,evening,Sunday,January,Male,21
1,DevonCornwall,evening,Monday,January,Male,21
1,DevonCornwall,morning,Tuesday,January,Male,30
1,DevonCornwall,afternoon,Tuesday,January,Male,30
1,DevonCornwall,afternoon,Wednesday,January,Male,21
1,DevonCornwall,afternoon,Wednesday,January,Male,11
1,DevonCornwall,afternoon,Friday,January,Male,21
1,DevonCornwall,evening,Saturday,January,Female,48
1,DevonCornwall,afternoon,Wednesday,January,Female,11
1,DevonCornwall,afternoon,Saturday,January,Male,11
1,DevonCornwall,evening,Saturday,January,Male,11
1,DevonCornwall,evening,Saturday,January,Male,11
1,DevonCornwall,evening,Saturday,January,Male,48
1,DevonCornwall,morning,Sunday,January,Male,48
1,DevonCornwall,afternoon,Sunday,January,Male,30
1,DevonCornwall,afternoon,Sunday,January,Male,21
1,DevonCornwall,afternoon,Sunday,January,Male,48
1,DevonCornwall,evening,Monday,January,Male,30
1,DevonCornwall,morning,Tuesday,January,Male,48
1,DevonCornwall,morning,Wednesday,January,Male,48
1,DevonCornwall,evening,Wednesday,January,Male,30
1,DevonCornwall,evening,Saturday,January,Male,21
1,DevonCornwall,evening,Saturday,January,Male,21
1,DevonCornwall,morning,Sunday,January,Male,11
1,Surrey,morning,Sunday,January,Male,21
1,Surrey,morning,Sunday,January,Male,21
1,Surrey,morning,Sunday,January,Male,21
1,Surrey,evening,Sunday,January,Male,48
1,Surrey,morning,Tuesday,January,Male,30
1,Surrey,morning,Tuesday,January,Male,30
1,Surrey,afternoon,Tuesday,January,Male,11
1,Surrey,evening,Wednesday,January,Male,21
1,Surrey,evening,Wednesday,January,Male,48
1,Surrey,morning,Thursday,January,Female,30
1,Surrey,afternoon,Thursday,January,Male,30
1,Surrey,evening,Thursday,January,,
1,Surrey,morning,Friday,January,Male,21
1,Surrey,evening,Friday,January,Male,21
1,Surrey,afternoon,Saturday,January,Male,30
1,Surrey,afternoon,Saturday,January,Male,30
1,Surrey,evening,Saturday,January,Male,21
1,Surrey,evening,Sunday,January,Female,21
1,Surrey,morning,Monday,January,Male,30
1,Surrey,afternoon,Monday,January,Male,48
1,Surrey,morning,Tuesday,January,Male,30
1,Surrey,morning,Friday,January,Male,11
1,Surrey,morning,Saturday,January,Male,11
1,Surrey,afternoon,Sunday,January,Male,21
1,Surrey,evening,Sunday,January,Male,48
1,Surrey,afternoon,Monday,January,Male,30
1,Surrey,evening,Monday,January,Male,11
1,Surrey,afternoon,Thursday,January,Male,21
1,Surrey,evening,Friday,January,Male,30
1,Surrey,evening,Sunday,January,Male,21
1,Surrey,morning,Monday,January,Male,30
1,Surrey,evening,Monday,January,Male,30
1,Surrey,evening,Monday,January,Male,11
1,Surrey,morning,Tuesday,January,Male,30
1,Surrey,morning,Wednesday,January,Male,11
1,Surrey,afternoon,Thursday,January,Female,48
1,Surrey,morning,Friday,January,Male,21
1,Surrey,evening,Sunday,January,Male,21
1,Surrey,morning,Monday,January,Male,30
1,Surrey,morning,Monday,January,Male,21
1,Surrey,evening,Tuesday,January,Male,30
1,Essex,morning,Sunday,January,Male,48
1,Essex,evening,Wednesday,January,Male,11
1,Essex,evening,Sunday,January,Male,21
1,Essex,evening,Sunday,January,Male,48
1,Essex,evening,Sunday,January,Female,11
1,Essex,evening,Sunday,January,Female,21
1,Essex,evening,Monday,January,Male,21
1,Essex,afternoon,Tuesday,January,Male,30
1,Essex,evening,Tuesday,January,Female,48
1,Essex,evening,Tuesday,January,Male,48
1,Essex,evening,Tuesday,January,Female,21
1,Essex,afternoon,Thursday,January,Female,48
1,Essex,morning,Sunday,January,Male,30
1,Essex,afternoon,Tuesday,January,Female,21
1,Essex,afternoon,Tuesday,January,Male,30
1,Essex,afternoon,Wednesday,January,,
1,Essex,morning,Friday,January,Male,30
1,Essex,afternoon,Friday,January,Male,21
1,Essex,morning,Saturday,January,Male,21
1,Essex,morning,Sunday,January,Male,30
1,Essex,morning,Sunday,January,Male,30
1,Essex,evening,Sunday,January,Male,48
1,Essex,afternoon,Monday,January,Male,48
1,Essex,morning,Tuesday,January,Male,11
1,Essex,afternoon,Tuesday,January,Male,30
1,Essex,afternoon,Tuesday,January,Male,21
1,Essex,afternoon,Tuesday,January,Female,21
1,Essex,afternoon,Tuesday,January,Male,21
1,Essex,afternoon,Tuesday,January,Male,48
1,Essex,afternoon,Wednesday,January,,
1,Essex,afternoon,Wednesday,January,Male,21
1,Essex,evening,Wednesday,January,Male,48
1,Essex,evening,Wednesday,January,Female,48
1,Essex,morning,Saturday,January,Male,11
1,Essex,morning,Saturday,January,Male,11
1,Essex,morning,Sunday,January,Male,11
1,Essex,afternoon,Sunday,January,Male,21
1,Essex,afternoon,Tuesday,January,Female,30
1,Hampshire,morning,Sunday,January,Male,11
1,Hampshire,morning,Sunday,January,Male,11
1,Hampshire,morning,Sunday,January,Male,11
1,Hampshire,morning,Sunday,January,Male,11
1,Hampshire,morning,Sunday,January,Male,30
1,Hampshire,afternoon,Sunday,January,Male,21
1,Hampshire,evening,Sunday,January,Male,21
1,Hampshire,evening,Sunday,January,Male,11
1,Hampshire,evening,Sunday,January,Male,11
1,Hampshire,morning,Monday,January,Male,21
1,Hampshire,morning,Monday,January,Female,21
1,Hampshire,afternoon,Monday,January,Male,11
1,Hampshire,evening,Monday,January,Male,30
1,Hampshire,morning,Tuesday,January,Male,11
1,Hampshire,morning,Tuesday,January,Female,21
1,Hampshire,afternoon,Tuesday,January,Male,30
1,Hampshire,afternoon,Tuesday,January,Female,30
1,Hampshire,afternoon,Tuesday,January,Male,11
1,Hampshire,afternoon,Tuesday,January,Male,30
1,Hampshire,evening,Tuesday,January,Female,48
1,Hampshire,evening,Tuesday,January,Male,30
1,Hampshire,morning,Wednesday,January,Male,21
1,Hampshire,afternoon,Wednesday,January,Female,48
1,Hampshire,afternoon,Wednesday,January,Male,11
1,Hampshire,afternoon,Wednesday,January,Female,48
1,Hampshire,afternoon,Wednesday,January,Female,30
1,Hampshire,morning,Thursday,January,Male,21
1,Hampshire,morning,Thursday,January,Male,30
1,Hampshire,afternoon,Thursday,January,Male,21
1,Hampshire,morning,Friday,January,Male,11
1,Hampshire,morning,Friday,January,Male,21
1,Hampshire,morning,Friday,January,Male,30
1,Hampshire,morning,Friday,January,Male,21
1,Hampshire,morning,Friday,January,Male,21
1,Hampshire,afternoon,Friday,January,Female,11
1,Hampshire,evening,Friday,January,Female,21
1,Hampshire,morning,Saturday,January,Male,30
1,Hampshire,morning,Saturday,January,Male,21
1,Hampshire,morning,Saturday,January,Male,30
1,Hampshire,afternoon,Saturday,January,Male,21
1,Hampshire,evening,Saturday,January,Male,11
1,Hampshire,evening,Saturday,January,Male,21
1,Hampshire,evening,Saturday,January,Male,11
1,Hampshire,morning,Sunday,January,Male,30
1,Hampshire,evening,Sunday,January,Male,30
1,Hampshire,evening,Sunday,January,Female,21
1,Hampshire,evening,Sunday,January,Male,21
1,Hampshire,evening,Sunday,January,Male,21
1,Hampshire,morning,Monday,January,Male,48
1,Hampshire,morning,Monday,January,Male,30
1,Hampshire,afternoon,Monday,January,Male,48
1,Hampshire,afternoon,Monday,January,Male,21
1,Hampshire,afternoon,Monday,January,Male,48
1,Hampshire,evening,Monday,January,Female,48
1,Hampshire,evening,Monday,January,Male,11
1,Hampshire,morning,Tuesday,January,Male,30
1,Hampshire,afternoon,Tuesday,January,Male,30
1,Hampshire,afternoon,Tuesday,January,Male,48
1,Hampshire,afternoon,Tuesday,January,Male,30
1,Hampshire,afternoon,Tuesday,January,Male,21
1,Hampshire,afternoon,Tuesday,January,Male,21
1,Hampshire,afternoon,Tuesday,January,Male,21
1,Hampshire,afternoon,Tuesday,January,Male,21
1,Hampshire,evening,Tuesday,January,Male,48
1,Hampshire,evening,Tuesday,January,Male,11
1,Hampshire,afternoon,Wednesday,January,Male,48
1,Hampshire,afternoon,Wednesday,January,Male,11
1,Hampshire,afternoon,Wednesday,January,Male,11
1,Hampshire,morning,Thursday,January,Male,30
1,Hampshire,morning,Thursday,January,Male,30
1,Hampshire,afternoon,Thursday,January,Male,21
1,Hampshire,evening,Thursday,January,Male,21
1,Hampshire,evening,Thursday,January,Female,48
1,Hampshire,morning,Friday,January,Male,48
1,Hampshire,morning,Friday,January,Male,21
1,Hampshire,morning,Friday,January,Female,48
1,Hampshire,afternoon,Friday,January,Male,21
1,Hampshire,afternoon,Friday,January,Male,21
