MATCHES PLAYED,7,7
TOTAL POINTS,,
EARNED,20,20
MOST POINTS IN A,,
MATCH,8,8
NOT OUT %,68.75%,68.75%
TOTAL RAIDS,48,48
SUCCESSFUL RAIDS %,39.58,39.58
NO OF SUPER RAIDS?,2,2
SUPER 10S ?,0,0
TOTAL RAID POINTS,19,19
AVERAGE RAID,,
POINTS / MATCH,2.71,2.71
NO OF SUPER ?,,
TACKLES,0,0
HIGH 5S ?,0,0
TOTAL TACKLE POINTS,1,1
AVERAGE TACKLE /,,
MATCH,0.14,0.14
TOTAL TACKLES,4,4
TACKLE STRIKE RATE,25%,25%
