Id,Book,Section_Id,File_Name,URL,Section_Roman,Book,,
396,Book 3: Vana Parva,Book03_81,mahabharata_03081.txt,https://www.mahabharataonline.com/translation/mahabharata_03081.php,Section LXXXI,Book,3,Book03
397,Book 3: Vana Parva,Book03_82,mahabharata_03082.txt,https://www.mahabharataonline.com/translation/mahabharata_03082.php,Section LXXXII,Book,3,Book03
398,Book 3: Vana Parva,Book03_83,mahabharata_03083.txt,https://www.mahabharataonline.com/translation/mahabharata_03083.php,Section LXXXIII,Book,3,Book03
399,Book 3: Vana Parva,Book03_84,mahabharata_03084.txt,https://www.mahabharataonline.com/translation/mahabharata_03084.php,Section LXXXIV,Book,3,Book03
400,Book 3: Vana Parva,Book03_85,mahabharata_03085.txt,https://www.mahabharataonline.com/translation/mahabharata_03085.php,Section LXXXV,Book,3,Book03
401,Book 3: Vana Parva,Book03_86,mahabharata_03086.txt,https://www.mahabharataonline.com/translation/mahabharata_03086.php,Section LXXXVI,Book,3,Book03
402,Book 3: Vana Parva,Book03_87,mahabharata_03087.txt,https://www.mahabharataonline.com/translation/mahabharata_03087.php,Section LXXXVII,Book,3,Book03
403,Book 3: Vana Parva,Book03_88,mahabharata_03088.txt,https://www.mahabharataonline.com/translation/mahabharata_03088.php,Section LXXXVIII,Book,3,Book03
404,Book 3: Vana Parva,Book03_89,mahabharata_03089.txt,https://www.mahabharataonline.com/translation/mahabharata_03089.php,Section LXXXIX,Book,3,Book03
405,Book 3: Vana Parva,Book03_90,mahabharata_03090.txt,https://www.mahabharataonline.com/translation/mahabharata_03090.php,Section XC,Book,3,Book03
406,Book 3: Vana Parva,Book03_91,mahabharata_03091.txt,https://www.mahabharataonline.com/translation/mahabharata_03091.php,Section XCI,Book,3,Book03
407,Book 3: Vana Parva,Book03_92,mahabharata_03092.txt,https://www.mahabharataonline.com/translation/mahabharata_03092.php,Section XCII,Book,3,Book03
408,Book 3: Vana Parva,Book03_93,mahabharata_03093.txt,https://www.mahabharataonline.com/translation/mahabharata_03093.php,Section XCIII,Book,3,Book03
409,Book 3: Vana Parva,Book03_94,mahabharata_03094.txt,https://www.mahabharataonline.com/translation/mahabharata_03094.php,Section XCIV,Book,3,Book03
410,Book 3: Vana Parva,Book03_95,mahabharata_03095.txt,https://www.mahabharataonline.com/translation/mahabharata_03095.php,Section XCV,Book,3,Book03
411,Book 3: Vana Parva,Book03_96,mahabharata_03096.txt,https://www.mahabharataonline.com/translation/mahabharata_03096.php,Section XCVI,Book,3,Book03
412,Book 3: Vana Parva,Book03_97,mahabharata_03097.txt,https://www.mahabharataonline.com/translation/mahabharata_03097.php,Section XCVII,Book,3,Book03
413,Book 3: Vana Parva,Book03_98,mahabharata_03098.txt,https://www.mahabharataonline.com/translation/mahabharata_03098.php,Section XCVIII,Book,3,Book03
414,Book 3: Vana Parva,Book03_99,mahabharata_03099.txt,https://www.mahabharataonline.com/translation/mahabharata_03099.php,Section XCIX,Book,3,Book03
415,Book 3: Vana Parva,Book03_00,mahabharata_03100.txt,https://www.mahabharataonline.com/translation/mahabharata_03100.php,Section C,Book,3,Book03
416,Book 3: Vana Parva,Book03_01,mahabharata_03101.txt,https://www.mahabharataonline.com/translation/mahabharata_03101.php,Section CI,Book,3,Book03
417,Book 3: Vana Parva,Book03_02,mahabharata_03102.txt,https://www.mahabharataonline.com/translation/mahabharata_03102.php,Section CII,Book,3,Book03
418,Book 3: Vana Parva,Book03_03,mahabharata_03103.txt,https://www.mahabharataonline.com/translation/mahabharata_03103.php,Section CIII,Book,3,Book03
419,Book 3: Vana Parva,Book03_04,mahabharata_03104.txt,https://www.mahabharataonline.com/translation/mahabharata_03104.php,Section CIV,Book,3,Book03
420,Book 3: Vana Parva,Book03_05,mahabharata_03105.txt,https://www.mahabharataonline.com/translation/mahabharata_03105.php,Section CV,Book,3,Book03
421,Book 3: Vana Parva,Book03_06,mahabharata_03106.txt,https://www.mahabharataonline.com/translation/mahabharata_03106.php,Section CVI,Book,3,Book03
422,Book 3: Vana Parva,Book03_07,mahabharata_03107.txt,https://www.mahabharataonline.com/translation/mahabharata_03107.php,Section CVII,Book,3,Book03
423,Book 3: Vana Parva,Book03_08,mahabharata_03108.txt,https://www.mahabharataonline.com/translation/mahabharata_03108.php,Section CVIII,Book,3,Book03
424,Book 3: Vana Parva,Book03_09,mahabharata_03109.txt,https://www.mahabharataonline.com/translation/mahabharata_03109.php,Section CIX,Book,3,Book03
425,Book 3: Vana Parva,Book03_10,mahabharata_03110.txt,https://www.mahabharataonline.com/translation/mahabharata_03110.php,Section CX,Book,3,Book03
426,Book 3: Vana Parva,Book03_11,mahabharata_03111.txt,https://www.mahabharataonline.com/translation/mahabharata_03111.php,Section CXI,Book,3,Book03
427,Book 3: Vana Parva,Book03_12,mahabharata_03112.txt,https://www.mahabharataonline.com/translation/mahabharata_03112.php,Section CXII,Book,3,Book03
428,Book 3: Vana Parva,Book03_13,mahabharata_03113.txt,https://www.mahabharataonline.com/translation/mahabharata_03113.php,Section CXIII,Book,3,Book03
429,Book 3: Vana Parva,Book03_14,mahabharata_03114.txt,https://www.mahabharataonline.com/translation/mahabharata_03114.php,Section CXIV,Book,3,Book03
430,Book 3: Vana Parva,Book03_15,mahabharata_03115.txt,https://www.mahabharataonline.com/translation/mahabharata_03115.php,Section CXV,Book,3,Book03
431,Book 3: Vana Parva,Book03_16,mahabharata_03116.txt,https://www.mahabharataonline.com/translation/mahabharata_03116.php,Section CXVI,Book,3,Book03
432,Book 3: Vana Parva,Book03_17,mahabharata_03117.txt,https://www.mahabharataonline.com/translation/mahabharata_03117.php,Section CXVII,Book,3,Book03
433,Book 3: Vana Parva,Book03_18,mahabharata_03118.txt,https://www.mahabharataonline.com/translation/mahabharata_03118.php,Section CXVIII,Book,3,Book03
434,Book 3: Vana Parva,Book03_19,mahabharata_03119.txt,https://www.mahabharataonline.com/translation/mahabharata_03119.php,Section CXIX,Book,3,Book03
435,Book 3: Vana Parva,Book03_20,mahabharata_03120.txt,https://www.mahabharataonline.com/translation/mahabharata_03120.php,Section CXX,Book,3,Book03
436,Book 3: Vana Parva,Book03_21,mahabharata_03121.txt,https://www.mahabharataonline.com/translation/mahabharata_03121.php,Section CXXI,Book,3,Book03
437,Book 3: Vana Parva,Book03_22,mahabharata_03122.txt,https://www.mahabharataonline.com/translation/mahabharata_03122.php,Section CXXII,Book,3,Book03
438,Book 3: Vana Parva,Book03_23,mahabharata_03123.txt,https://www.mahabharataonline.com/translation/mahabharata_03123.php,Section CXXIII,Book,3,Book03
439,Book 3: Vana Parva,Book03_24,mahabharata_03124.txt,https://www.mahabharataonline.com/translation/mahabharata_03124.php,Section CXXIV,Book,3,Book03
440,Book 3: Vana Parva,Book03_25,mahabharata_03125.txt,https://www.mahabharataonline.com/translation/mahabharata_03125.php,Section CXXV,Book,3,Book03
441,Book 3: Vana Parva,Book03_26,mahabharata_03126.txt,https://www.mahabharataonline.com/translation/mahabharata_03126.php,Section CXXVI,Book,3,Book03
442,Book 3: Vana Parva,Book03_27,mahabharata_03127.txt,https://www.mahabharataonline.com/translation/mahabharata_03127.php,Section CXXVII,Book,3,Book03
443,Book 3: Vana Parva,Book03_28,mahabharata_03128.txt,https://www.mahabharataonline.com/translation/mahabharata_03128.php,Section CXXVIII,Book,3,Book03
444,Book 3: Vana Parva,Book03_29,mahabharata_03129.txt,https://www.mahabharataonline.com/translation/mahabharata_03129.php,Section CXXIX,Book,3,Book03
445,Book 3: Vana Parva,Book03_30,mahabharata_03130.txt,https://www.mahabharataonline.com/translation/mahabharata_03130.php,Section CXXX,Book,3,Book03
446,Book 3: Vana Parva,Book03_31,mahabharata_03131.txt,https://www.mahabharataonline.com/translation/mahabharata_03131.php,Section CXXXI,Book,3,Book03
447,Book 3: Vana Parva,Book03_32,mahabharata_03132.txt,https://www.mahabharataonline.com/translation/mahabharata_03132.php,Section CXXXII,Book,3,Book03
448,Book 3: Vana Parva,Book03_33,mahabharata_03133.txt,https://www.mahabharataonline.com/translation/mahabharata_03133.php,Section CXXXIII,Book,3,Book03
449,Book 3: Vana Parva,Book03_34,mahabharata_03134.txt,https://www.mahabharataonline.com/translation/mahabharata_03134.php,Section CXXXIV,Book,3,Book03
450,Book 3: Vana Parva,Book03_35,mahabharata_03135.txt,https://www.mahabharataonline.com/translation/mahabharata_03135.php,Section CXXXV,Book,3,Book03
451,Book 3: Vana Parva,Book03_36,mahabharata_03136.txt,https://www.mahabharataonline.com/translation/mahabharata_03136.php,Section CXXXVI,Book,3,Book03
452,Book 3: Vana Parva,Book03_37,mahabharata_03137.txt,https://www.mahabharataonline.com/translation/mahabharata_03137.php,Section CXXXVII,Book,3,Book03
453,Book 3: Vana Parva,Book03_38,mahabharata_03138.txt,https://www.mahabharataonline.com/translation/mahabharata_03138.php,Section CXXXVIII,Book,3,Book03
454,Book 3: Vana Parva,Book03_39,mahabharata_03139.txt,https://www.mahabharataonline.com/translation/mahabharata_03139.php,Section CXXXIX,Book,3,Book03
455,Book 3: Vana Parva,Book03_40,mahabharata_03140.txt,https://www.mahabharataonline.com/translation/mahabharata_03140.php,Section CXL,Book,3,Book03
456,Book 3: Vana Parva,Book03_41,mahabharata_03141.txt,https://www.mahabharataonline.com/translation/mahabharata_03141.php,Section CXLI,Book,3,Book03
457,Book 3: Vana Parva,Book03_42,mahabharata_03142.txt,https://www.mahabharataonline.com/translation/mahabharata_03142.php,Section CXLII,Book,3,Book03
458,Book 3: Vana Parva,Book03_43,mahabharata_03143.txt,https://www.mahabharataonline.com/translation/mahabharata_03143.php,Section CXLIII,Book,3,Book03
459,Book 3: Vana Parva,Book03_44,mahabharata_03144.txt,https://www.mahabharataonline.com/translation/mahabharata_03144.php,Section CXLIV,Book,3,Book03
460,Book 3: Vana Parva,Book03_45,mahabharata_03145.txt,https://www.mahabharataonline.com/translation/mahabharata_03145.php,Section CXLV,Book,3,Book03
461,Book 3: Vana Parva,Book03_46,mahabharata_03146.txt,https://www.mahabharataonline.com/translation/mahabharata_03146.php,Section CXLVI,Book,3,Book03
462,Book 3: Vana Parva,Book03_47,mahabharata_03147.txt,https://www.mahabharataonline.com/translation/mahabharata_03147.php,Section CXLVII,Book,3,Book03
463,Book 3: Vana Parva,Book03_48,mahabharata_03148.txt,https://www.mahabharataonline.com/translation/mahabharata_03148.php,Section CXLVIII,Book,3,Book03
464,Book 3: Vana Parva,Book03_49,mahabharata_03149.txt,https://www.mahabharataonline.com/translation/mahabharata_03149.php,Section CXLIX,Book,3,Book03
465,Book 3: Vana Parva,Book03_50,mahabharata_03150.txt,https://www.mahabharataonline.com/translation/mahabharata_03150.php,Section CL,Book,3,Book03
466,Book 3: Vana Parva,Book03_51,mahabharata_03151.txt,https://www.mahabharataonline.com/translation/mahabharata_03151.php,Section CLI,Book,3,Book03
467,Book 3: Vana Parva,Book03_52,mahabharata_03152.txt,https://www.mahabharataonline.com/translation/mahabharata_03152.php,Section CLII,Book,3,Book03
468,Book 3: Vana Parva,Book03_53,mahabharata_03153.txt,https://www.mahabharataonline.com/translation/mahabharata_03153.php,Section CLIII,Book,3,Book03
469,Book 3: Vana Parva,Book03_54,mahabharata_03154.txt,https://www.mahabharataonline.com/translation/mahabharata_03154.php,Section CLIV,Book,3,Book03
470,Book 3: Vana Parva,Book03_55,mahabharata_03155.txt,https://www.mahabharataonline.com/translation/mahabharata_03155.php,Section CLV,Book,3,Book03
471,Book 3: Vana Parva,Book03_56,mahabharata_03156.txt,https://www.mahabharataonline.com/translation/mahabharata_03156.php,Section CLVI,Book,3,Book03
472,Book 3: Vana Parva,Book03_57,mahabharata_03157.txt,https://www.mahabharataonline.com/translation/mahabharata_03157.php,Section CLVII,Book,3,Book03
473,Book 3: Vana Parva,Book03_58,mahabharata_03158.txt,https://www.mahabharataonline.com/translation/mahabharata_03158.php,Section CLVIII,Book,3,Book03
474,Book 3: Vana Parva,Book03_59,mahabharata_03159.txt,https://www.mahabharataonline.com/translation/mahabharata_03159.php,Section CLIX,Book,3,Book03
475,Book 3: Vana Parva,Book03_60,mahabharata_03160.txt,https://www.mahabharataonline.com/translation/mahabharata_03160.php,Section CLX,Book,3,Book03
476,Book 3: Vana Parva,Book03_61,mahabharata_03161.txt,https://www.mahabharataonline.com/translation/mahabharata_03161.php,Section CLXI,Book,3,Book03
477,Book 3: Vana Parva,Book03_62,mahabharata_03162.txt,https://www.mahabharataonline.com/translation/mahabharata_03162.php,Section CLXII,Book,3,Book03
478,Book 3: Vana Parva,Book03_63,mahabharata_03163.txt,https://www.mahabharataonline.com/translation/mahabharata_03163.php,Section CLXIII,Book,3,Book03
479,Book 3: Vana Parva,Book03_64,mahabharata_03164.txt,https://www.mahabharataonline.com/translation/mahabharata_03164.php,Section CLXIV,Book,3,Book03
480,Book 3: Vana Parva,Book03_65,mahabharata_03165.txt,https://www.mahabharataonline.com/translation/mahabharata_03165.php,Section CLXV,Book,3,Book03
481,Book 3: Vana Parva,Book03_66,mahabharata_03166.txt,https://www.mahabharataonline.com/translation/mahabharata_03166.php,Section CLXVI,Book,3,Book03
482,Book 3: Vana Parva,Book03_67,mahabharata_03167.txt,https://www.mahabharataonline.com/translation/mahabharata_03167.php,Section CLXVII,Book,3,Book03
483,Book 3: Vana Parva,Book03_68,mahabharata_03168.txt,https://www.mahabharataonline.com/translation/mahabharata_03168.php,Section CLXVIII,Book,3,Book03
484,Book 3: Vana Parva,Book03_69,mahabharata_03169.txt,https://www.mahabharataonline.com/translation/mahabharata_03169.php,Section CLXIX,Book,3,Book03
485,Book 3: Vana Parva,Book03_70,mahabharata_03170.txt,https://www.mahabharataonline.com/translation/mahabharata_03170.php,Section CLXX,Book,3,Book03
486,Book 3: Vana Parva,Book03_71,mahabharata_03171.txt,https://www.mahabharataonline.com/translation/mahabharata_03171.php,Section CLXXI,Book,3,Book03
487,Book 3: Vana Parva,Book03_72,mahabharata_03172.txt,https://www.mahabharataonline.com/translation/mahabharata_03172.php,Section CLXXII,Book,3,Book03
488,Book 3: Vana Parva,Book03_73,mahabharata_03173.txt,https://www.mahabharataonline.com/translation/mahabharata_03173.php,Section CLXXIII,Book,3,Book03
489,Book 3: Vana Parva,Book03_74,mahabharata_03174.txt,https://www.mahabharataonline.com/translation/mahabharata_03174.php,Section CLXXIV,Book,3,Book03
490,Book 3: Vana Parva,Book03_75,mahabharata_03175.txt,https://www.mahabharataonline.com/translation/mahabharata_03175.php,Section CLXXV,Book,3,Book03
491,Book 3: Vana Parva,Book03_76,mahabharata_03176.txt,https://www.mahabharataonline.com/translation/mahabharata_03176.php,Section CLXXVI,Book,3,Book03
492,Book 3: Vana Parva,Book03_77,mahabharata_03177.txt,https://www.mahabharataonline.com/translation/mahabharata_03177.php,Section CLXXVII,Book,3,Book03
493,Book 3: Vana Parva,Book03_78,mahabharata_03178.txt,https://www.mahabharataonline.com/translation/mahabharata_03178.php,Section CLXXVIII,Book,3,Book03
494,Book 3: Vana Parva,Book03_79,mahabharata_03179.txt,https://www.mahabharataonline.com/translation/mahabharata_03179.php,Section CLXXIX,Book,3,Book03
495,Book 3: Vana Parva,Book03_80,mahabharata_03180.txt,https://www.mahabharataonline.com/translation/mahabharata_03180.php,Section CLXXX,Book,3,Book03
496,Book 3: Vana Parva,Book03_81,mahabharata_03181.txt,https://www.mahabharataonline.com/translation/mahabharata_03181.php,Section CLXXXI,Book,3,Book03
497,Book 3: Vana Parva,Book03_82,mahabharata_03182.txt,https://www.mahabharataonline.com/translation/mahabharata_03182.php,Section CLXXXII,Book,3,Book03
498,Book 3: Vana Parva,Book03_83,mahabharata_03183.txt,https://www.mahabharataonline.com/translation/mahabharata_03183.php,Section CLXXXIII,Book,3,Book03
499,Book 3: Vana Parva,Book03_84,mahabharata_03184.txt,https://www.mahabharataonline.com/translation/mahabharata_03184.php,Section CLXXXIV,Book,3,Book03
500,Book 3: Vana Parva,Book03_85,mahabharata_03185.txt,https://www.mahabharataonline.com/translation/mahabharata_03185.php,Section CLXXXV,Book,3,Book03
501,Book 3: Vana Parva,Book03_86,mahabharata_03186.txt,https://www.mahabharataonline.com/translation/mahabharata_03186.php,Section CLXXXVI,Book,3,Book03
502,Book 3: Vana Parva,Book03_87,mahabharata_03187.txt,https://www.mahabharataonline.com/translation/mahabharata_03187.php,Section CLXXXVII,Book,3,Book03
503,Book 3: Vana Parva,Book03_88,mahabharata_03188.txt,https://www.mahabharataonline.com/translation/mahabharata_03188.php,Section CLXXXVIII,Book,3,Book03
504,Book 3: Vana Parva,Book03_89,mahabharata_03189.txt,https://www.mahabharataonline.com/translation/mahabharata_03189.php,Section CLXXXIX,Book,3,Book03
505,Book 3: Vana Parva,Book03_90,mahabharata_03190.txt,https://www.mahabharataonline.com/translation/mahabharata_03190.php,Section CLXL,Book,3,Book03
506,Book 3: Vana Parva,Book03_91,mahabharata_03191.txt,https://www.mahabharataonline.com/translation/mahabharata_03191.php,Section CLXLI,Book,3,Book03
507,Book 3: Vana Parva,Book03_92,mahabharata_03192.txt,https://www.mahabharataonline.com/translation/mahabharata_03192.php,Section CLXLII,Book,3,Book03
508,Book 3: Vana Parva,Book03_93,mahabharata_03193.txt,https://www.mahabharataonline.com/translation/mahabharata_03193.php,Section CLXLIII,Book,3,Book03
509,Book 3: Vana Parva,Book03_94,mahabharata_03194.txt,https://www.mahabharataonline.com/translation/mahabharata_03194.php,Section CLXLIV,Book,3,Book03
510,Book 3: Vana Parva,Book03_95,mahabharata_03195.txt,https://www.mahabharataonline.com/translation/mahabharata_03195.php,Section CLXLV,Book,3,Book03
511,Book 3: Vana Parva,Book03_96,mahabharata_03196.txt,https://www.mahabharataonline.com/translation/mahabharata_03196.php,Section CLXLVI,Book,3,Book03
512,Book 3: Vana Parva,Book03_97,mahabharata_03197.txt,https://www.mahabharataonline.com/translation/mahabharata_03197.php,Section CLXLVII,Book,3,Book03
513,Book 3: Vana Parva,Book03_98,mahabharata_03198.txt,https://www.mahabharataonline.com/translation/mahabharata_03198.php,Section CLXLVIII,Book,3,Book03
514,Book 3: Vana Parva,Book03_99,mahabharata_03199.txt,https://www.mahabharataonline.com/translation/mahabharata_03199.php,Section CLXLIX,Book,3,Book03
515,Book 3: Vana Parva,Book03_00,mahabharata_03200.txt,https://www.mahabharataonline.com/translation/mahabharata_03200.php,Section CC,Book,3,Book03
516,Book 3: Vana Parva,Book03_01,mahabharata_03201.txt,https://www.mahabharataonline.com/translation/mahabharata_03201.php,Section CCI,Book,3,Book03
517,Book 3: Vana Parva,Book03_02,mahabharata_03202.txt,https://www.mahabharataonline.com/translation/mahabharata_03202.php,Section CCII,Book,3,Book03
518,Book 3: Vana Parva,Book03_03,mahabharata_03203.txt,https://www.mahabharataonline.com/translation/mahabharata_03203.php,Section CCIII,Book,3,Book03
519,Book 3: Vana Parva,Book03_04,mahabharata_03204.txt,https://www.mahabharataonline.com/translation/mahabharata_03204.php,Section CCIV,Book,3,Book03
520,Book 3: Vana Parva,Book03_05,mahabharata_03205.txt,https://www.mahabharataonline.com/translation/mahabharata_03205.php,Section CCV,Book,3,Book03
521,Book 3: Vana Parva,Book03_06,mahabharata_03206.txt,https://www.mahabharataonline.com/translation/mahabharata_03206.php,Section CCVI,Book,3,Book03
522,Book 3: Vana Parva,Book03_07,mahabharata_03207.txt,https://www.mahabharataonline.com/translation/mahabharata_03207.php,Section CCVII,Book,3,Book03
523,Book 3: Vana Parva,Book03_08,mahabharata_03208.txt,https://www.mahabharataonline.com/translation/mahabharata_03208.php,Section CCVIII,Book,3,Book03
524,Book 3: Vana Parva,Book03_09,mahabharata_03209.txt,https://www.mahabharataonline.com/translation/mahabharata_03209.php,Section CCIX,Book,3,Book03
525,Book 3: Vana Parva,Book03_10,mahabharata_03210.txt,https://www.mahabharataonline.com/translation/mahabharata_03210.php,Section CCX,Book,3,Book03
526,Book 3: Vana Parva,Book03_11,mahabharata_03211.txt,https://www.mahabharataonline.com/translation/mahabharata_03211.php,Section CCXI,Book,3,Book03
527,Book 3: Vana Parva,Book03_12,mahabharata_03212.txt,https://www.mahabharataonline.com/translation/mahabharata_03212.php,Section CCXII,Book,3,Book03
528,Book 3: Vana Parva,Book03_13,mahabharata_03213.txt,https://www.mahabharataonline.com/translation/mahabharata_03213.php,Section CCXIII,Book,3,Book03
529,Book 3: Vana Parva,Book03_14,mahabharata_03214.txt,https://www.mahabharataonline.com/translation/mahabharata_03214.php,Section CCXIV,Book,3,Book03
530,Book 3: Vana Parva,Book03_15,mahabharata_03215.txt,https://www.mahabharataonline.com/translation/mahabharata_03215.php,Section CCXV,Book,3,Book03
531,Book 3: Vana Parva,Book03_16,mahabharata_03216.txt,https://www.mahabharataonline.com/translation/mahabharata_03216.php,Section CCXVI,Book,3,Book03
532,Book 3: Vana Parva,Book03_17,mahabharata_03217.txt,https://www.mahabharataonline.com/translation/mahabharata_03217.php,Section CCXVII,Book,3,Book03
533,Book 3: Vana Parva,Book03_18,mahabharata_03218.txt,https://www.mahabharataonline.com/translation/mahabharata_03218.php,Section CCXVIII,Book,3,Book03
534,Book 3: Vana Parva,Book03_19,mahabharata_03219.txt,https://www.mahabharataonline.com/translation/mahabharata_03219.php,Section CCXIX,Book,3,Book03
535,Book 3: Vana Parva,Book03_20,mahabharata_03220.txt,https://www.mahabharataonline.com/translation/mahabharata_03220.php,Section CCXX,Book,3,Book03
536,Book 3: Vana Parva,Book03_21,mahabharata_03221.txt,https://www.mahabharataonline.com/translation/mahabharata_03221.php,Section CCXXI,Book,3,Book03
537,Book 3: Vana Parva,Book03_22,mahabharata_03222.txt,https://www.mahabharataonline.com/translation/mahabharata_03222.php,Section CCXXII,Book,3,Book03
538,Book 3: Vana Parva,Book03_23,mahabharata_03223.txt,https://www.mahabharataonline.com/translation/mahabharata_03223.php,Section CCXXIII,Book,3,Book03
539,Book 3: Vana Parva,Book03_24,mahabharata_03224.txt,https://www.mahabharataonline.com/translation/mahabharata_03224.php,Section CCXXIV,Book,3,Book03
540,Book 3: Vana Parva,Book03_25,mahabharata_03225.txt,https://www.mahabharataonline.com/translation/mahabharata_03225.php,Section CCXXV,Book,3,Book03
541,Book 3: Vana Parva,Book03_26,mahabharata_03226.txt,https://www.mahabharataonline.com/translation/mahabharata_03226.php,Section CCXXVI,Book,3,Book03
542,Book 3: Vana Parva,Book03_27,mahabharata_03227.txt,https://www.mahabharataonline.com/translation/mahabharata_03227.php,Section CCXXVII,Book,3,Book03
543,Book 3: Vana Parva,Book03_28,mahabharata_03228.txt,https://www.mahabharataonline.com/translation/mahabharata_03228.php,Section CCXXVIII,Book,3,Book03
544,Book 3: Vana Parva,Book03_29,mahabharata_03229.txt,https://www.mahabharataonline.com/translation/mahabharata_03229.php,Section CCXXIX,Book,3,Book03
545,Book 3: Vana Parva,Book03_30,mahabharata_03230.txt,https://www.mahabharataonline.com/translation/mahabharata_03230.php,Section CCXXX,Book,3,Book03
546,Book 3: Vana Parva,Book03_31,mahabharata_03231.txt,https://www.mahabharataonline.com/translation/mahabharata_03231.php,Section CCXXXI,Book,3,Book03
547,Book 3: Vana Parva,Book03_32,mahabharata_03232.txt,https://www.mahabharataonline.com/translation/mahabharata_03232.php,Section CCXXXII,Book,3,Book03
548,Book 3: Vana Parva,Book03_33,mahabharata_03233.txt,https://www.mahabharataonline.com/translation/mahabharata_03233.php,Section CCXXXIII,Book,3,Book03
549,Book 3: Vana Parva,Book03_34,mahabharata_03234.txt,https://www.mahabharataonline.com/translation/mahabharata_03234.php,Section CCXXXIV,Book,3,Book03
550,Book 3: Vana Parva,Book03_35,mahabharata_03235.txt,https://www.mahabharataonline.com/translation/mahabharata_03235.php,Section CCXXXV,Book,3,Book03
551,Book 3: Vana Parva,Book03_36,mahabharata_03236.txt,https://www.mahabharataonline.com/translation/mahabharata_03236.php,Section CCXXXVI,Book,3,Book03
552,Book 3: Vana Parva,Book03_37,mahabharata_03237.txt,https://www.mahabharataonline.com/translation/mahabharata_03237.php,Section CCXXXVII,Book,3,Book03
553,Book 3: Vana Parva,Book03_38,mahabharata_03238.txt,https://www.mahabharataonline.com/translation/mahabharata_03238.php,Section CCXXXVIII,Book,3,Book03
554,Book 3: Vana Parva,Book03_39,mahabharata_03239.txt,https://www.mahabharataonline.com/translation/mahabharata_03239.php,Section CCXXXIX,Book,3,Book03
555,Book 3: Vana Parva,Book03_40,mahabharata_03240.txt,https://www.mahabharataonline.com/translation/mahabharata_03240.php,Section CCXL,Book,3,Book03
556,Book 3: Vana Parva,Book03_41,mahabharata_03241.txt,https://www.mahabharataonline.com/translation/mahabharata_03241.php,Section CCXLI,Book,3,Book03
557,Book 3: Vana Parva,Book03_42,mahabharata_03242.txt,https://www.mahabharataonline.com/translation/mahabharata_03242.php,Section CCXLII,Book,3,Book03
558,Book 3: Vana Parva,Book03_43,mahabharata_03243.txt,https://www.mahabharataonline.com/translation/mahabharata_03243.php,Section CCXLIII,Book,3,Book03
559,Book 3: Vana Parva,Book03_44,mahabharata_03244.txt,https://www.mahabharataonline.com/translation/mahabharata_03244.php,Section CCXLIV,Book,3,Book03
560,Book 3: Vana Parva,Book03_45,mahabharata_03245.txt,https://www.mahabharataonline.com/translation/mahabharata_03245.php,Section CCXLV,Book,3,Book03
561,Book 3: Vana Parva,Book03_46,mahabharata_03246.txt,https://www.mahabharataonline.com/translation/mahabharata_03246.php,Section CCXLVI,Book,3,Book03
562,Book 3: Vana Parva,Book03_47,mahabharata_03247.txt,https://www.mahabharataonline.com/translation/mahabharata_03247.php,Section CCXLVII,Book,3,Book03
563,Book 3: Vana Parva,Book03_48,mahabharata_03248.txt,https://www.mahabharataonline.com/translation/mahabharata_03248.php,Section CCXLVIII,Book,3,Book03
564,Book 3: Vana Parva,Book03_49,mahabharata_03249.txt,https://www.mahabharataonline.com/translation/mahabharata_03249.php,Section CCXLIX,Book,3,Book03
565,Book 3: Vana Parva,Book03_50,mahabharata_03250.txt,https://www.mahabharataonline.com/translation/mahabharata_03250.php,Section CCL,Book,3,Book03
566,Book 3: Vana Parva,Book03_51,mahabharata_03251.txt,https://www.mahabharataonline.com/translation/mahabharata_03251.php,Section CCLI,Book,3,Book03
567,Book 3: Vana Parva,Book03_52,mahabharata_03252.txt,https://www.mahabharataonline.com/translation/mahabharata_03252.php,Section CCLII,Book,3,Book03
568,Book 3: Vana Parva,Book03_53,mahabharata_03253.txt,https://www.mahabharataonline.com/translation/mahabharata_03253.php,Section CCLIII,Book,3,Book03
569,Book 3: Vana Parva,Book03_54,mahabharata_03254.txt,https://www.mahabharataonline.com/translation/mahabharata_03254.php,Section CCLIV,Book,3,Book03
570,Book 3: Vana Parva,Book03_55,mahabharata_03255.txt,https://www.mahabharataonline.com/translation/mahabharata_03255.php,Section CCLV,Book,3,Book03
571,Book 3: Vana Parva,Book03_56,mahabharata_03256.txt,https://www.mahabharataonline.com/translation/mahabharata_03256.php,Section CCLVI,Book,3,Book03
572,Book 3: Vana Parva,Book03_57,mahabharata_03257.txt,https://www.mahabharataonline.com/translation/mahabharata_03257.php,Section CCLVII,Book,3,Book03
573,Book 3: Vana Parva,Book03_58,mahabharata_03258.txt,https://www.mahabharataonline.com/translation/mahabharata_03258.php,Section CCLVIII,Book,3,Book03
574,Book 3: Vana Parva,Book03_59,mahabharata_03259.txt,https://www.mahabharataonline.com/translation/mahabharata_03259.php,Section CCLIX,Book,3,Book03
575,Book 3: Vana Parva,Book03_60,mahabharata_03260.txt,https://www.mahabharataonline.com/translation/mahabharata_03260.php,Section CCLX,Book,3,Book03
576,Book 3: Vana Parva,Book03_61,mahabharata_03261.txt,https://www.mahabharataonline.com/translation/mahabharata_03261.php,Section CCLXI,Book,3,Book03
