MATCHES PLAYED,9,9
TOTAL POINTS,,
EARNED,31,31
MOST POINTS IN A,,
MATCH,7,7
NOT OUT %,83.33%,83.33%
TOTAL RAIDS,60,60
SUCCESSFUL RAIDS %,36.66,36.66
NO OF SUPER RAIDS?,0,0
SUPER 10S ?,0,0
TOTAL RAID POINTS,22,22
AVERAGE RAID,,
POINTS / MATCH,2.44,2.44
NO OF SUPER ?,,
TACKLES,3,3
HIGH 5S ?,0,0
TOTAL TACKLE POINTS,9,9
AVERAGE TACKLE /,,
MATCH,0.66,0.66
TOTAL TACKLES,18,18
TACKLE STRIKE RATE,50%,50%
