,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
103,10.11302981376648,0.8580366428437843,0.10270204544067382,0.010452902183318638,10,2,2,800,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 800}",0.948509485094851,0.9333333333333333,0.9464788732394367,0.912568306010929,0.9209809264305178,0.9323741848218134,0.014016342521276681,1,0.9993060374739764,0.9993060374739764,0.9993060374739764,1.0,1.0,0.9995836224843858,0.0003399708178741454
104,14.204451560974121,0.28514095431355646,0.1701817512512207,0.04155876006940741,10,2,2,1200,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 1200}",0.9482288828337875,0.9307479224376731,0.943502824858757,0.9041095890410958,0.9180327868852459,0.9289244012113119,0.01626604341621369,13,0.9993060374739764,0.9993060374739764,0.9993060374739764,1.0,1.0,0.9995836224843858,0.0003399708178741454
105,1.1273149490356444,0.03210086761418023,0.015478038787841797,0.00023067509968312065,10,2,5,100,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.945054945054945,0.9120879120879122,0.9299719887955182,0.8895027624309393,0.9209809264305178,0.9195197069599665,0.018545523860798083,233,0.9993050729673384,0.9993060374739764,0.9993060374739764,0.9986130374479889,1.0,0.9993060370726561,0.0004385963870840648
106,3.4459518432617187,0.09534530087950967,0.0373784065246582,0.0031672816751271418,10,2,5,300,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 300}",0.9482288828337875,0.9217877094972067,0.934844192634561,0.8972972972972973,0.9209809264305178,0.9246278017386741,0.016909807617291668,87,0.9986130374479889,0.9993060374739764,0.9993060374739764,1.0,1.0,0.9994450224791883,0.0005190053665811111
107,5.887688112258911,0.21462541782865394,0.06231160163879394,0.0059988908490367495,10,2,5,500,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 500}",0.9510869565217391,0.9273743016759777,0.9378531073446328,0.9021739130434783,0.9209809264305178,0.9278938410032691,0.01641146304733923,24,0.9993060374739764,0.9993060374739764,0.9993060374739764,1.0,1.0,0.9995836224843858,0.0003399708178741454
108,9.107437133789062,0.10460555503740326,0.09908714294433593,0.00420740084834054,10,2,5,800,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 800}",0.9565217391304347,0.9362880886426593,0.9378531073446328,0.8986301369863013,0.9209809264305178,0.9300547997069092,0.019339136375534784,4,0.9993060374739764,0.9993060374739764,0.9993060374739764,1.0,1.0,0.9995836224843858,0.0003399708178741454
109,15.866052961349487,1.9379323245043174,0.2133721351623535,0.06952258271662054,10,2,5,1200,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 1200}",0.9565217391304347,0.9307479224376731,0.934844192634561,0.9010989010989011,0.9155313351498637,0.9277488180902866,0.01869066567589238,26,0.9993060374739764,0.9993060374739764,0.9993060374739764,1.0,1.0,0.9995836224843858,0.0003399708178741454
110,1.1975297927856445,0.023946346824749283,0.017156267166137697,0.0041077713602805845,10,2,10,100,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100}",0.9539295392953928,0.9222222222222223,0.9132947976878613,0.9016393442622951,0.9150684931506851,0.9212308793236913,0.017635020645438197,209,0.9972260748959777,0.9986130374479889,0.9986111111111111,0.9986130374479889,0.997920997920998,0.9981968517648131,0.0005543527620513362
111,3.716752290725708,0.20757373986257147,0.040113639831542966,0.006020466002799414,10,2,10,300,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 300}",0.9510869565217391,0.9192200557103063,0.9252873563218391,0.9046321525885559,0.9214092140921409,0.9243271470469162,0.015096350064464947,93,0.9986130374479889,0.9993060374739764,0.9993060374739764,0.9986130374479889,0.9993060374739764,0.9990288374635814,0.00033949929108096613
112,6.187594175338745,0.46425027626622367,0.07245383262634278,0.015276520627567427,10,2,10,500,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 500}",0.9482288828337875,0.9329608938547486,0.9340974212034384,0.9021739130434783,0.9155313351498637,0.9265984892170633,0.016022670951690483,44,0.9986130374479889,0.9993060374739764,0.9986130374479889,0.9993060374739764,1.0,0.9991676299687862,0.0005189024710092265
