iter	Passed	Remaining
643	17084	9444
644	17124	9425
645	17156	9401
646	17186	9376
647	17211	9349
648	17231	9319
649	17251	9289
650	17271	9259
651	17292	9229
652	17313	9200
653	17333	9170
654	17353	9140
655	17374	9110
656	17394	9081
657	17416	9052
658	17437	9023
659	17459	8994
660	17483	8966
661	17520	8945
662	17586	8939
663	17644	8928
664	17703	8918
665	17767	8910
666	17803	8888
667	17830	8861
668	17859	8836
669	17883	8808
670	17903	8778
671	17943	8758
672	17999	8745
673	18046	8728
674	18114	8721
675	18142	8695
676	18171	8669
677	18199	8643
678	18220	8613
679	18239	8583
680	18261	8554
681	18282	8524
682	18301	8494
683	18322	8464
684	18342	8434
685	18363	8405
686	18384	8376
687	18405	8346
688	18425	8317
689	18445	8287
690	18466	8257
691	18487	8228
692	18513	8201
693	18536	8173
694	18558	8144
695	18578	8114
696	18603	8087
697	18635	8062
698	18684	8045
699	18729	8027
700	18797	8017
701	18857	8005
702	18884	7978
703	18916	7953
704	18938	7924
705	18960	7895
706	18981	7866
707	19001	7836
708	19022	7807
709	19042	7777
710	19062	7748
711	19082	7718
712	19103	7689
713	19124	7660
714	19150	7633
715	19177	7606
716	19196	7576
717	19215	7547
718	19234	7517
719	19251	7486
720	19270	7456
721	19286	7426
722	19305	7396
723	19322	7366
724	19340	7335
725	19357	7305
726	19375	7275
727	19392	7245
728	19411	7215
729	19434	7188
730	19456	7159
731	19478	7131
732	19498	7102
733	19518	7073
734	19539	7045
735	19560	7016
736	19577	6986
737	19594	6956
738	19612	6926
739	19630	6897
740	19648	6867
741	19665	6838
742	19683	6808
743	19699	6778
744	19716	6748
745	19733	6718
746	19751	6689
747	19768	6660
748	19788	6631
749	19805	6601
750	19822	6572
751	19838	6542
752	19854	6512
753	19870	6482
754	19886	6453
755	19902	6423
756	19918	6393
757	19935	6364
758	19951	6334
759	19968	6305
760	19984	6276
761	20001	6247
762	20017	6217
763	20034	6188
764	20050	6159
765	20066	6130
766	20083	6100
767	20099	6071
768	20115	6042
769	20133	6013
770	20148	5984
771	20165	5955
772	20181	5926
773	20197	5897
774	20216	5869
775	20232	5840
776	20248	5811
777	20264	5782
778	20281	5753
779	20297	5724
780	20313	5696
781	20330	5667
782	20346	5638
783	20362	5610
784	20378	5581
785	20394	5552
786	20410	5523
787	20426	5495
788	20442	5466
789	20460	5438
790	20476	5410
791	20492	5381
792	20509	5353
793	20524	5325
794	20541	5296
795	20557	5268
796	20572	5239
797	20588	5211
798	20603	5183
799	20618	5154
800	20635	5126
801	20650	5098
802	20665	5069
803	20681	5041
804	20697	5013
805	20714	4985
806	20729	4957
807	20744	4929
808	20760	4901
809	20776	4873
810	20790	4845
811	20806	4817
812	20822	4789
813	20838	4761
814	20853	4733
815	20868	4705
816	20884	4677
817	20900	4650
818	20916	4622
819	20931	4594
820	20947	4567
821	20963	4539
822	20978	4511
823	20994	4484
824	21010	4456
825	21026	4429
826	21042	4401
827	21058	4374
828	21073	4346
829	21089	4319
830	21104	4292
831	21121	4264
832	21137	4237
833	21152	4210
834	21168	4182
835	21183	4155
836	21200	4128
837	21216	4101
838	21233	4074
839	21250	4047
840	21266	4020
841	21282	3993
842	21298	3966
843	21315	3939
844	21331	3912
845	21348	3886
846	21364	3859
847	21381	3832
848	21397	3805
849	21413	3778
850	21429	3752
851	21447	3725
852	21463	3698
853	21479	3672
854	21495	3645
855	21511	3618
856	21527	3592
857	21543	3565
858	21559	3538
859	21575	3512
860	21592	3485
861	21611	3459
862	21632	3434
863	21647	3407
864	21662	3380
865	21678	3354
866	21693	3327
867	21709	3301
868	21724	3274
869	21740	3248
870	21755	3222
871	21771	3195
872	21787	3169
873	21802	3143
874	21818	3116
875	21833	3090
876	21848	3064
877	21865	3038
878	21880	3012
879	21897	2986
880	21913	2959
881	21928	2933
882	21944	2907
883	21960	2881
884	21975	2855
885	21991	2829
886	22007	2803
887	22024	2777
888	22039	2751
889	22057	2726
890	22074	2700
891	22090	2674
892	22107	2648
893	22126	2623
894	22142	2597
895	22159	2572
896	22174	2546
897	22192	2520
898	22208	2495
899	22223	2469
900	22240	2443
901	22256	2418
902	22273	2392
903	22288	2366
904	22304	2341
905	22321	2315
906	22338	2290
907	22354	2264
908	22370	2239
909	22385	2213
910	22402	2188
911	22419	2163
912	22435	2137
913	22452	2112
914	22469	2087
915	22489	2062
916	22504	2036
917	22521	2011
918	22537	1986
919	22552	1961
920	22568	1935
921	22584	1910
922	22600	1885
923	22615	1860
924	22631	1835
925	22647	1809
926	22663	1784
927	22679	1759
928	22694	1734
929	22710	1709
930	22730	1684
931	22752	1660
932	22779	1635
933	22809	1611
934	22840	1587
935	22867	1563
936	22894	1539
937	22924	1515
938	22946	1490
939	22964	1465
940	22981	1440
941	22997	1415
942	23014	1391
943	23030	1366
944	23047	1341
945	23064	1316
946	23080	1291
947	23097	1266
948	23113	1242
949	23129	1217
950	23145	1192
951	23165	1168
952	23182	1143
953	23199	1118
954	23215	1093
955	23231	1069
956	23247	1044
957	23264	1019
958	23280	995
959	23302	970
960	23320	946
961	23336	921
962	23352	897
963	23368	872
964	23384	848
965	23401	823
966	23423	799
967	23444	775
968	23464	750
969	23483	726
970	23499	701
971	23517	677
972	23533	653
973	23550	628
974	23570	604
975	23592	580
976	23614	555
977	23636	531
978	23658	507
979	23679	483
980	23702	459
981	23724	434
982	23746	410
983	23768	386
984	23790	362
985	23811	338
986	23832	313
987	23854	289
988	23877	265
989	23897	241
990	23917	217
991	23936	193
992	23956	168
993	23976	144
994	23995	120
995	24015	96
996	24032	72
997	24048	48
998	24064	24
999	24087	0
