MATCHES PLAYED,9,9
TOTAL POINTS,,
EARNED,7,7
MOST POINTS IN A,,
MATCH,3,3
NOT OUT %,100%,100%
TOTAL RAIDS,1,1
SUCCESSFUL RAIDS %,100,100
NO OF SUPER RAIDS?,0,0
SUPER 10S ?,0,0
TOTAL RAID POINTS,1,1
AVERAGE RAID,,
POINTS / MATCH,0.11,0.11
NO OF SUPER ?,,
TACKLES,1,1
HIGH 5S ?,0,0
TOTAL TACKLE POINTS,6,6
AVERAGE TACKLE /,,
MATCH,0.55,0.55
TOTAL TACKLES,16,16
TACKLE STRIKE RATE,37.50%,37.50%
